Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Đường vào,Huyện,Tỉnh
5600000000.0,65.2,3,2,,Bình Tân,Hồ Chí Minh
45000000000.0,330.0,6,7,6.0,Bình Thạnh,Hồ Chí Minh
12500000000.0,47.0,3,3,2.0,Tây Hồ,Hà Nội
150000000000.0,200.0,4,4,,Cầu Giấy,Hà Nội
2800000000.0,155.0,2,4,,Củ Chi,Hồ Chí Minh
14800000000.0,40.8,4,4,,Hai Bà Trưng,Hà Nội
5900000000.0,36.0,3,3,2.5,Hoài Đức,Hà Nội
5680000000.0,79.0,3,2,5.0,Thủ Đức,Hồ Chí Minh
4550000000.0,72.0,2,2,6.0,Bình Tân,Hồ Chí Minh
8900000000.0,54.0,4,5,,Thủ Đức,Hồ Chí Minh
14000000000.0,39.0,3,4,3.0,Hai Bà Trưng,Hà Nội
7650000000.0,95.0,2,3,5.0,Gò Vấp,Hồ Chí Minh
4400000000.0,60.0,3,2,4.0,Tân Phú,Hồ Chí Minh
6690000000.0,50.0,3,3,3.0,Thanh Xuân,Hà Nội
8650000000.0,40.0,4,4,,Hai Bà Trưng,Hà Nội
7900000000.0,60.0,4,5,6.0,Gò Vấp,Hồ Chí Minh
8600000000.0,35.0,3,4,2.5,Ba Đình,Hà Nội
8000000000.0,40.0,4,3,6.0,Quận 3,Hồ Chí Minh
12800000000.0,120.0,6,7,8.0,Gò Vấp,Hồ Chí Minh
7500000000.0,32.0,4,4,,Nam Từ Liêm,Hà Nội
6200000000.0,28.0,3,4,2.0,Ba Đình,Hà Nội
42000000000.0,150.0,4,3,20.0,Hoàng Mai,Hà Nội
8500000000.0,45.0,4,4,2.5,Hai Bà Trưng,Hà Nội
5980000000.0,48.0,3,4,,Tân Phú,Hồ Chí Minh
3700000000.0,65.0,4,4,,Mê Linh,Hà Nội
11000000000.0,44.0,3,4,3.0,Hai Bà Trưng,Hà Nội
13000000000.0,102.0,6,5,8.0,Hoàng Mai,Hà Nội
10750000000.0,65.0,4,4,10.0,Thanh Xuân,Hà Nội
6700000000.0,42.0,3,3,,Ba Đình,Hà Nội
11400000000.0,46.0,4,4,8.0,Thanh Xuân,Hà Nội
9500000000.0,193.2,8,4,,Quận 7,Hồ Chí Minh
25800000000.0,85.0,5,5,,Đống Đa,Hà Nội
4250000000.0,35.0,2,3,,Hai Bà Trưng,Hà Nội
18900000000.0,70.0,19,19,,Đống Đa,Hà Nội
8000000000.0,40.0,5,4,,Cầu Giấy,Hà Nội
27000000000.0,88.0,6,5,6.0,Quận 1,Hồ Chí Minh
5400000000.0,65.0,4,4,6.0,Thủ Đức,Hồ Chí Minh
3750000000.0,45.0,3,2,,Gò Vấp,Hồ Chí Minh
6500000000.0,72.0,4,4,,Thủ Đức,Hồ Chí Minh
4550000000.0,32.0,3,4,2.5,Bắc Từ Liêm,Hà Nội
2320000000.0,50.0,3,3,5.0,Phú Nhuận,Hồ Chí Minh
23000000000.0,120.0,6,4,12.0,Quận 7,Hồ Chí Minh
22500000000.0,56.0,4,6,,Cầu Giấy,Hà Nội
10800000000.0,57.0,6,4,4.0,Quận 8,Hồ Chí Minh
3890000000.0,77.5,3,4,,Thủ Đức,Hồ Chí Minh
7500000000.0,30.0,3,4,3.0,Hoàng Mai,Hà Nội
6500000000.0,56.0,7,7,,Gò Vấp,Hồ Chí Minh
7570000000.0,54.0,8,4,2.5,Nam Từ Liêm,Hà Nội
6300000000.0,238.0,5,5,7.0,Thủ Dầu Một,Bình Dương
3800000000.0,45.1,3,2,,Phú Nhuận,Hồ Chí Minh
17700000000.0,70.0,4,4,4.0,Cầu Giấy,Hà Nội
3680000000.0,26.0,2,2,5.0,Gò Vấp,Hồ Chí Minh
20900000000.0,60.0,4,4,,Ba Đình,Hà Nội
7000000000.0,50.0,4,4,3.5,Hà Đông,Hà Nội
27800000000.0,110.0,35,35,,Ba Đình,Hà Nội
3480000000.0,75.0,4,4,3.0,Quận 12,Hồ Chí Minh
9400000000.0,55.0,2,3,3.0,Ba Đình,Hà Nội
13500000000.0,59.0,18,18,,Thanh Trì,Hà Nội
5150000000.0,27.0,2,2,5.0,Bình Thạnh,Hồ Chí Minh
14500000000.0,64.0,9,9,,Thanh Xuân,Hà Nội
7200000000.0,35.0,4,4,5.0,Hà Đông,Hà Nội
15800000000.0,50.0,4,3,5.0,Tây Hồ,Hà Nội
9500000000.0,52.0,3,2,4.0,Quận 5,Hồ Chí Minh
23000000000.0,62.0,6,6,10.0,Quận 10,Hồ Chí Minh
6600000000.0,75.0,2,1,,Tân Phú,Hồ Chí Minh
4300000000.0,30.0,3,4,2.5,Hoài Đức,Hà Nội
6900000000.0,60.0,3,4,,Tân Phú,Hồ Chí Minh
5350000000.0,30.0,3,4,,Hoài Đức,Hà Nội
4600000000.0,30.0,3,4,2.5,Hoài Đức,Hà Nội
5150000000.0,30.0,3,4,2.0,Hoài Đức,Hà Nội
5300000000.0,48.0,3,3,,Gò Vấp,Hồ Chí Minh
3600000000.0,78.0,3,3,5.0,Dĩ An,Bình Dương
4700000000.0,85.0,4,3,5.0,Biên Hòa,Đồng Nai
8900000000.0,52.0,4,4,4.0,Hà Đông,Hà Nội
6550000000.0,33.0,3,4,3.0,Hà Đông,Hà Nội
11900000000.0,63.0,4,5,6.0,Tân Bình,Hồ Chí Minh
1000000000.0,100.0,2,2,4.0,Đức Hòa,Long An
12000000000.0,50.0,4,4,5.0,Hai Bà Trưng,Hà Nội
8000000000.0,35.0,3,4,5.0,Nam Từ Liêm,Hà Nội
5900000000.0,78.0,4,3,4.0,Quận 7,Hồ Chí Minh
37500000000.0,180.0,4,4,7.0,Bình Thạnh,Hồ Chí Minh
22000000000.0,60.0,6,4,,Ba Đình,Hà Nội
6600000000.0,55.0,7,8,5.0,Gò Vấp,Hồ Chí Minh
7900000000.0,50.0,4,3,6.0,Quận 7,Hồ Chí Minh
80000000000.0,100.0,20,21,50.0,Thanh Xuân,Hà Nội
13500000000.0,51.0,4,4,,Hai Bà Trưng,Hà Nội
50000000000.0,300.0,39,40,,Bình Thạnh,Hồ Chí Minh
18000000000.0,150.0,6,4,,Hai Bà Trưng,Hà Nội
11500000000.0,61.0,6,9,8.0,Thanh Trì,Hà Nội
4890000000.0,45.0,4,3,3.5,Nhà Bè,Hồ Chí Minh
8500000000.0,41.0,3,4,5.0,Quận 1,Hồ Chí Minh
27000000000.0,80.0,22,22,,Ba Đình,Hà Nội
11500000000.0,35.0,4,4,12.0,Hai Bà Trưng,Hà Nội
6300000000.0,54.0,7,8,,Gò Vấp,Hồ Chí Minh
8900000000.0,81.0,9,8,,Gò Vấp,Hồ Chí Minh
5000000000.0,32.0,3,4,2.5,Bắc Từ Liêm,Hà Nội
16700000000.0,85.0,4,4,,Tây Hồ,Hà Nội
13200000000.0,40.0,4,4,7.0,Hai Bà Trưng,Hà Nội
4500000000.0,121.0,2,1,3.0,Nhà Bè,Hồ Chí Minh
17800000000.0,50.0,5,5,7.0,Đống Đa,Hà Nội
18200000000.0,92.0,4,5,4.0,Quận 1,Hồ Chí Minh
6500000000.0,32.0,4,3,4.0,Quận 10,Hồ Chí Minh
6350000000.0,39.0,4,4,,Hà Đông,Hà Nội
10000000000.0,65.0,5,3,,Quận 1,Hồ Chí Minh
13300000000.0,38.0,4,4,3.0,Thanh Xuân,Hà Nội
8900000000.0,81.0,9,9,6.0,Gò Vấp,Hồ Chí Minh
6500000000.0,66.0,4,4,,Tân Phú,Hồ Chí Minh
17700000000.0,73.0,4,3,7.0,Long Biên,Hà Nội
6900000000.0,58.0,4,4,,Hà Đông,Hà Nội
3200000000.0,18.0,3,4,,Tân Bình,Hồ Chí Minh
18500000000.0,95.0,4,4,,Hoàng Mai,Hà Nội
40000000000.0,130.0,4,4,,Hai Bà Trưng,Hà Nội
22800000000.0,75.0,4,4,4.0,Ba Đình,Hà Nội
12600000000.0,55.0,4,4,,Long Biên,Hà Nội
7880000000.0,45.0,4,3,,Thanh Xuân,Hà Nội
8610000000.0,38.0,4,4,,Hà Đông,Hà Nội
8900000000.0,40.0,4,4,,Hai Bà Trưng,Hà Nội
26900000000.0,60.0,4,4,15.0,Cầu Giấy,Hà Nội
23000000000.0,200.0,4,4,6.0,Bình Thạnh,Hồ Chí Minh
4950000000.0,83.0,3,2,,Thủ Đức,Hồ Chí Minh
21000000000.0,55.0,4,5,7.0,Nam Từ Liêm,Hà Nội
4550000000.0,56.0,2,2,5.0,Thủ Đức,Hồ Chí Minh
7600000000.0,33.0,3,4,2.0,Hoàng Mai,Hà Nội
17200000000.0,143.5,1,1,6.0,Bình Thạnh,Hồ Chí Minh
14000000000.0,60.0,4,5,,Tây Hồ,Hà Nội
6300000000.0,34.0,4,3,,Đống Đa,Hà Nội
20000000000.0,122.0,30,31,,Thủ Đức,Hồ Chí Minh
10600000000.0,40.0,6,5,5.0,Đống Đa,Hà Nội
23000000000.0,80.0,4,4,,Ba Đình,Hà Nội
30000000000.0,110.0,28,4,,Đống Đa,Hà Nội
8650000000.0,35.0,4,4,,Hai Bà Trưng,Hà Nội
4500000000.0,38.0,4,2,2.8,Thanh Oai,Hà Nội
7200000000.0,84.0,4,4,7.5,Liên Chiểu,Đà Nẵng
6000000000.0,70.0,2,2,,Hoàn Kiếm,Hà Nội
14500000000.0,45.0,6,5,,Ba Đình,Hà Nội
20000000000.0,50.0,3,4,,Ba Đình,Hà Nội
22900000000.0,101.0,34,34,,Nam Từ Liêm,Hà Nội
7200000000.0,35.0,5,5,,Cầu Giấy,Hà Nội
8350000000.0,36.0,3,4,,Đống Đa,Hà Nội
8400000000.0,45.0,9,9,,Nam Từ Liêm,Hà Nội
23000000000.0,100.0,6,5,6.0,Quận 1,Hồ Chí Minh
20000000000.0,73.0,18,18,,Nam Từ Liêm,Hà Nội
9500000000.0,58.0,4,5,8.0,Thủ Đức,Hồ Chí Minh
7000000000.0,81.0,3,3,,Gò Vấp,Hồ Chí Minh
4350000000.0,31.0,3,3,,Hà Đông,Hà Nội
20350000000.0,70.0,6,7,5.0,Long Biên,Hà Nội
23000000000.0,90.0,4,4,,Long Biên,Hà Nội
15300000000.0,50.0,4,5,,Đống Đa,Hà Nội
13500000000.0,120.0,4,4,8.0,Gò Vấp,Hồ Chí Minh
5690000000.0,37.0,4,4,5.0,Hoài Đức,Hà Nội
5900000000.0,60.0,3,3,4.0,Quận 7,Hồ Chí Minh
16800000000.0,71.0,4,4,,Nam Từ Liêm,Hà Nội
8199999999.999999,50.0,4,4,,Hoàn Kiếm,Hà Nội
11800000.0,60.0,4,4,,Tây Hồ,Hà Nội
7600000000.0,30.0,2,2,,Hoàn Kiếm,Hà Nội
6850000000.0,92.0,4,3,10.0,Quận 12,Hồ Chí Minh
19900000000.0,111.0,5,5,,Tân Bình,Hồ Chí Minh
7600000000.0,84.0,3,2,,Gò Vấp,Hồ Chí Minh
8500000000.0,31.0,3,4,3.0,Hai Bà Trưng,Hà Nội
4400000000.0,53.0,2,2,3.0,Tân Bình,Hồ Chí Minh
3800000000.0,32.0,4,4,,Hoài Đức,Hà Nội
21500000000.0,54.0,4,4,8.0,Hai Bà Trưng,Hà Nội
6700000000.0,30.0,3,3,3.0,Long Biên,Hà Nội
11000000000.0,57.0,8,9,,Quận 10,Hồ Chí Minh
5600000000.0,32.0,3,4,,Nam Từ Liêm,Hà Nội
23800000000.0,50.0,6,6,7.0,Hai Bà Trưng,Hà Nội
5900000000.0,64.0,4,4,,Tân Phú,Hồ Chí Minh
1480000000.0,67.0,2,2,3.0,Biên Hòa,Đồng Nai
6500000000.0,30.0,3,4,6.0,Tân Bình,Hồ Chí Minh
3750000000.0,75.0,4,5,6.0,Quận 10,Hồ Chí Minh
16500000000.0,83.4,4,4,,Phú Nhuận,Hồ Chí Minh
3250000000.0,48.0,3,3,3.0,Thanh Khê,Đà Nẵng
2860000000.0,60.0,3,4,,Quận 7,Hồ Chí Minh
6900000000.0,56.0,5,4,,Gò Vấp,Hồ Chí Minh
1830000000.0,60.0,2,2,6.0,Biên Hòa,Đồng Nai
5700000000.0,78.6,3,2,3.0,Quận 7,Hồ Chí Minh
3760000000.0,58.0,3,4,,Quận 1,Hồ Chí Minh
1830000000.0,44.3,2,2,3.0,Biên Hòa,Đồng Nai
3680000000.0,180.0,4,3,7.0,Biên Hòa,Đồng Nai
4250000000.0,55.7,2,3,6.0,Quận 12,Hồ Chí Minh
6300000000.0,55.5,5,4,12.0,Quận 12,Hồ Chí Minh
16000000000.0,91.0,5,5,6.0,Thanh Trì,Hà Nội
23500000000.0,117.0,4,4,,Quận 1,Hồ Chí Minh
2900000000.0,156.0,3,2,2.5,Long Đất,Bà Rịa Vũng Tàu
65000000000.0,180.0,4,4,6.0,Tây Hồ,Hà Nội
6700000000.0,40.0,4,4,22.0,Nam Từ Liêm,Hà Nội
10100000000.0,50.0,5,4,4.0,Ba Đình,Hà Nội
14700000000.0,57.0,5,4,,Ba Đình,Hà Nội
5200000000.0,32.0,4,4,5.0,Nam Từ Liêm,Hà Nội
3200000000.0,45.0,2,2,4.0,Quận 12,Hồ Chí Minh
10500000000.0,46.0,8,5,8.0,Tây Hồ,Hà Nội
10800000000.0,40.0,4,4,5.0,Tây Hồ,Hà Nội
6000000000.0,35.0,4,5,3.5,Hà Đông,Hà Nội
5400000000.0,40.0,4,4,,Bình Thạnh,Hồ Chí Minh
15000000000.0,50.0,4,4,6.0,Ba Đình,Hà Nội
2300000000.0,76.0,3,2,5.0,Diên Khánh,Khánh Hòa
11400000000.0,76.0,5,5,12.0,Bình Thạnh,Hồ Chí Minh
19990000000.0,108.0,5,6,12.0,Quận 8,Hồ Chí Minh
3750000000.0,24.0,1,2,2.2,Quận 5,Hồ Chí Minh
28500000000.0,70.0,4,6,5.0,Cầu Giấy,Hà Nội
4250000000.0,42.3,4,5,3.0,Hoài Đức,Hà Nội
14700000000.0,42.0,4,4,,Ba Đình,Hà Nội
6100000000.0,35.0,5,5,4.0,Hoài Đức,Hà Nội
8000000000.0,34.0,3,3,2.5,Hai Bà Trưng,Hà Nội
11000000000.0,80.0,4,5,6.0,Quận 2,Hồ Chí Minh
7000000000.0,33.0,3,3,,Cầu Giấy,Hà Nội
3700000000.0,100.0,3,3,4.0,Biên Hòa,Đồng Nai
5400000000.0,38.0,6,5,3.0,Hoài Đức,Hà Nội
14900000000.0,105.0,3,3,10.0,Bình Thạnh,Hồ Chí Minh
5100000000.0,41.0,4,5,3.0,Hoài Đức,Hà Nội
10200000000.0,43.5,4,5,6.0,Nam Từ Liêm,Hà Nội
10950000000.0,44.0,4,4,5.0,Hoàng Mai,Hà Nội
6200000000.0,44.0,4,3,,Quận 7,Hồ Chí Minh
9700000000.0,119.0,7,4,7.5,Sơn Trà,Đà Nẵng
5290000000.0,87.4,4,3,,Nhà Bè,Hồ Chí Minh
4099999999.9999995,31.01,1,2,,Quận 7,Hồ Chí Minh
5400000000.0,80.0,2,2,,Quận 7,Hồ Chí Minh
8800000000.0,35.0,4,6,,Đống Đa,Hà Nội
10500000000.0,87.0,4,4,,Bình Thạnh,Hồ Chí Minh
5500000000.0,50.0,4,3,3.0,Hoài Đức,Hà Nội
5500000000.0,186.0,4,3,6.0,Thủ Dầu Một,Bình Dương
7500000000.0,155.0,4,5,10.0,Hóc Môn,Hồ Chí Minh
4500000000.0,35.0,3,4,3.0,Hoài Đức,Hà Nội
12800000000.0,30.0,3,3,10.0,Hoàng Mai,Hà Nội
6900000000.0,100.0,4,3,5.5,Ngũ Hành Sơn,Đà Nẵng
6200000000.0,68.0,2,3,4.0,Quận 7,Hồ Chí Minh
7500000000.0,50.0,4,4,8.0,Hai Bà Trưng,Hà Nội
5500000000.0,43.5,4,5,6.0,Hoài Đức,Hà Nội
5900000000.0,40.0,4,4,3.0,Tây Hồ,Hà Nội
13500000000.0,72.5,4,6,,Quận 7,Hồ Chí Minh
4200000000.0,36.5,4,4,3.0,Hoài Đức,Hà Nội
4030000000.0000005,35.0,4,4,2.5,Hoài Đức,Hà Nội
9600000000.0,68.0,4,4,4.0,Tân Bình,Hồ Chí Minh
4400000000.0,35.0,4,5,3.0,Hoài Đức,Hà Nội
9800000000.0,86.0,5,6,6.0,Quận 2,Hồ Chí Minh
3530000000.0,33.0,4,3,3.0,Hà Đông,Hà Nội
1250000000.0,50.2,3,1,5.0,Hoài Đức,Hà Nội
3800000000.0,20.0,3,2,3.0,Bình Thạnh,Hồ Chí Minh
6150000000.0,36.0,4,4,,Thanh Trì,Hà Nội
6900000000.0,80.0,4,5,8.0,Nhà Bè,Hồ Chí Minh
8500000000.0,80.0,8,1,4.0,Long Biên,Hà Nội
6000000000.0,40.0,3,4,3.0,Long Biên,Hà Nội
8900000000.0,58.0,4,5,,Gò Vấp,Hồ Chí Minh
10800000000.0,43.0,9,9,2.0,Bắc Từ Liêm,Hà Nội
16000000000.0,45.0,6,4,,Hoàng Mai,Hà Nội
7000000000.0,36.0,4,4,,Nam Từ Liêm,Hà Nội
22800000000.0,61.0,5,6,,Hoàng Mai,Hà Nội
6200000000.0,62.1,2,2,2.0,Cầu Giấy,Hà Nội
1600000000.0,159.0,8,8,6.0,Củ Chi,Hồ Chí Minh
2190000000.0,64.0,4,4,,Bình Chánh,Hồ Chí Minh
18000000000.0,99.0,8,4,,Đống Đa,Hà Nội
4500000000.0,55.3,3,3,,Nhà Bè,Hồ Chí Minh
13750000000.0,56.0,5,5,4.5,Quận 10,Hồ Chí Minh
7780000000.0,32.0,4,4,,Ba Đình,Hà Nội
72000000000.0,150.0,21,4,,Tây Hồ,Hà Nội
23500000000.0,111.2,5,4,,Quận 1,Hồ Chí Minh
11800000000.0,50.0,8,4,,Tây Hồ,Hà Nội
1760000000.0,70.0,4,4,,Hóc Môn,Hồ Chí Minh
1880000000.0,50.0,4,4,6.0,Phú Nhuận,Hồ Chí Minh
2680000000.0,50.0,2,2,,Quận 4,Hồ Chí Minh
11600000000.0,46.0,6,7,,Hai Bà Trưng,Hà Nội
3950000000.0,78.3,5,4,4.5,Quận 5,Hồ Chí Minh
7000000000.0,42.0,4,4,,Đống Đa,Hà Nội
10500000000.0,47.0,4,4,5.0,Long Biên,Hà Nội
28000000000.0,115.0,4,4,,Đống Đa,Hà Nội
1980000000.0,63.0,3,3,,Thủ Đức,Hồ Chí Minh
5600000000.0,39.0,2,4,6.0,Bắc Từ Liêm,Hà Nội
22500000000.0,72.0,4,4,,Ba Đình,Hà Nội
10200000000.0,36.0,3,4,4.0,Hai Bà Trưng,Hà Nội
8900000000.0,66.0,4,5,5.0,Thủ Đức,Hồ Chí Minh
27500000000.0,100.0,4,4,10.0,Thanh Xuân,Hà Nội
7900000000.0,47.0,4,3,,Hai Bà Trưng,Hà Nội
24800000000.0,96.0,23,4,,Đống Đa,Hà Nội
1350000000.0,80.0,3,3,10.0,Bình Chánh,Hồ Chí Minh
6100000000.0,32.0,3,5,2.2,Hoàng Mai,Hà Nội
10500000000.0,59.0,4,5,6.0,Quận 2,Hồ Chí Minh
32000000000.0,60.0,6,6,8.0,Cầu Giấy,Hà Nội
8250000000.0,39.0,4,4,3.0,Đống Đa,Hà Nội
20000000000.0,60.0,4,4,,Cầu Giấy,Hà Nội
6200000000.0,40.0,4,3,,Thanh Xuân,Hà Nội
35000000000.0,210.0,13,13,,Phú Nhuận,Hồ Chí Minh
2700000000.0,22.4,2,2,2.0,Thủ Đức,Hồ Chí Minh
2650000000.0,40.0,2,1,4.0,Hóc Môn,Hồ Chí Minh
22000000000.0,90.0,6,4,,Ba Đình,Hà Nội
8600000000.0,68.0,4,5,10.0,Lê Chân,Hải Phòng
52000000000.0,130.0,5,6,6.0,Quận 1,Hồ Chí Minh
10000000000.0,45.0,4,4,,Đống Đa,Hà Nội
1950000000.0,64.0,2,1,5.0,Hóc Môn,Hồ Chí Minh
11300000000.0,44.0,4,4,,Hoàng Mai,Hà Nội
8900000000.0,110.0,11,11,8.0,Thủ Đức,Hồ Chí Minh
8700000000.0,46.0,6,4,,Long Biên,Hà Nội
3700000000.0,100.0,1,1,6.0,Sơn Trà,Đà Nẵng
33500000000.0,79.0,6,5,3.0,Ba Đình,Hà Nội
14000000000.0,35.0,4,4,,Cầu Giấy,Hà Nội
7800000000.0,33.0,1,1,15.0,Quận 5,Hồ Chí Minh
16000000000.0,70.32,4,5,5.0,Tân Bình,Hồ Chí Minh
10500000000.0,49.0,9,4,,Cầu Giấy,Hà Nội
15000000000.0,70.0,12,7,6.0,Đống Đa,Hà Nội
6680000000.0,36.0,4,5,3.0,Hoàng Mai,Hà Nội
39000000000.0,226.0,51,4,,Quận 1,Hồ Chí Minh
2900000000.0,79.0,1,1,5.0,Dĩ An,Bình Dương
10000000000.0,64.0,4,3,12.0,Tân Phú,Hồ Chí Minh
24000000000.0,80.0,12,13,,Quận 1,Hồ Chí Minh
5100000000.0,39.0,4,4,2.5,Hoài Đức,Hà Nội
8750000000.0,84.0,4,4,8.0,Tân Phú,Hồ Chí Minh
8900000000.0,92.0,12,12,6.0,Tân Bình,Hồ Chí Minh
9000000000.0,80.0,4,5,8.0,Tân Phú,Hồ Chí Minh
4780000000.0,45.0,2,2,,Tân Phú,Hồ Chí Minh
4500000000.0,106.0,4,3,5.0,Hải An,Hải Phòng
8700000000.0,90.0,6,6,6.0,Quận 7,Hồ Chí Minh
18000000000.0,50.0,4,4,,Ba Đình,Hà Nội
4700000000.0,60.0,5,5,4.0,Quận 12,Hồ Chí Minh
13500000000.0,100.0,4,6,8.0,Quận 7,Hồ Chí Minh
2550000000.0,205.0,3,2,,Thủ Dầu Một,Bình Dương
2250000000.0,21.76,1,2,2.0,Phú Nhuận,Hồ Chí Minh
8850000000.0,55.0,5,4,,Bắc Từ Liêm,Hà Nội
5350000000.0,30.0,4,4,,Hai Bà Trưng,Hà Nội
8500000000.0,47.0,4,5,6.0,Bình Thạnh,Hồ Chí Minh
6300000000.0,75.0,4,4,,Gò Vấp,Hồ Chí Minh
18900000000.0,71.2,4,4,,Quận 3,Hồ Chí Minh
7400000000.0,29.0,4,5,30.0,Tây Hồ,Hà Nội
10900000000.0,60.0,4,3,,Bắc Từ Liêm,Hà Nội
23500000000.0,71.0,6,5,,Cầu Giấy,Hà Nội
8500000000.0,56.0,6,7,,Bắc Từ Liêm,Hà Nội
13500000000.0,70.0,4,4,3.0,Bắc Từ Liêm,Hà Nội
23000000000.0,75.0,6,5,,Đống Đa,Hà Nội
15800000000.0,45.0,4,6,,Cầu Giấy,Hà Nội
9600000000.0,43.0,4,4,,Thanh Xuân,Hà Nội
26500000000.0,50.0,5,5,12.0,Đống Đa,Hà Nội
9950000000.0,43.0,6,4,2.3,Cầu Giấy,Hà Nội
19200000000.0,40.0,5,5,,Cầu Giấy,Hà Nội
9300000000.0,40.0,4,3,2.0,Cầu Giấy,Hà Nội
12000000000.0,50.0,4,4,,Hà Đông,Hà Nội
25000000000.0,60.0,6,6,8.0,Đống Đa,Hà Nội
18500000000.0,58.0,6,6,6.0,Ba Đình,Hà Nội
8500000000.0,109.0,4,3,4.0,Gò Vấp,Hồ Chí Minh
7200000000.0,99.0,2,1,8.0,Gò Vấp,Hồ Chí Minh
18500000000.0,45.0,3,5,,Cầu Giấy,Hà Nội
14800000000.0,48.0,4,4,,Tây Hồ,Hà Nội
69000000000.0,371.0,5,4,,Tây Hồ,Hà Nội
28000000000.0,55.0,6,6,8.0,Thanh Xuân,Hà Nội
9900000000.0,46.6,2,2,,Quận 2,Hồ Chí Minh
5500000000.0,37.0,4,4,,Bắc Từ Liêm,Hà Nội
5900000000.0,60.0,3,3,2.5,Quận 7,Hồ Chí Minh
10700000000.0,44.0,4,4,8.0,Quận 10,Hồ Chí Minh
12000000000.0,68.0,5,5,8.0,Quận 6,Hồ Chí Minh
6900000000.0,48.0,4,3,,Tân Phú,Hồ Chí Minh
2049999999.9999998,37.0,2,2,,Tân Phú,Hồ Chí Minh
10250000000.0,43.0,10,10,,Thanh Xuân,Hà Nội
8800000000.0,76.0,4,4,5.0,Nha Trang,Khánh Hòa
1750000000.0,102.0,2,2,5.0,Hóc Môn,Hồ Chí Minh
14500000000.0,83.0,2,3,6.0,Hai Bà Trưng,Hà Nội
7150000000.0,39.0,4,4,,Bắc Từ Liêm,Hà Nội
5150000000.0,58.9,3,3,7.0,Thủ Đức,Hồ Chí Minh
13000000000.0,40.0,6,4,12.0,Hà Đông,Hà Nội
9000000000.0,33.0,3,4,,Cầu Giấy,Hà Nội
37600000000.0,75.0,8,4,7.0,Đống Đa,Hà Nội
6700000000.0,62.0,4,4,,Bắc Từ Liêm,Hà Nội
9600000000.0,61.8,9,6,,Phú Nhuận,Hồ Chí Minh
1950000000.0,210.0,4,4,4.0,Sầm Sơn,Thanh Hóa
6800000000.0,30.0,2,2,7.0,Thanh Trì,Hà Nội
7200000000.0,142.0,13,14,4.0,Bình Tân,Hồ Chí Minh
4500000000.0,110.0,4,3,4.0,Hội An,Quảng Nam
4400000000.0,56.0,4,4,,Bình Tân,Hồ Chí Minh
8400000000.0,32.0,1,1,5.0,Hà Đông,Hà Nội
6400000000.0,31.0,4,3,10.0,Hoàng Mai,Hà Nội
24000000000.0,80.0,4,4,,Cầu Giấy,Hà Nội
7200000000.0,68.0,4,4,6.0,Tân Phú,Hồ Chí Minh
18900000000.0,100.0,7,6,12.0,Bình Chánh,Hồ Chí Minh
8500000000.0,38.0,5,3,7.0,Quận 10,Hồ Chí Minh
2850000000.0,25.0,4,4,,Quận 7,Hồ Chí Minh
4000000000.0,138.0,4,4,,Quận 9,Hồ Chí Minh
10800000000.0,56.0,4,5,8.0,Bình Thạnh,Hồ Chí Minh
5700000000.0,63.0,4,2,,Quận 7,Hồ Chí Minh
14680000000.0,45.0,3,3,,Hai Bà Trưng,Hà Nội
5900000000.0,22.0,3,4,,Cầu Giấy,Hà Nội
15200000000.0,93.0,5,3,6.0,Hoàng Mai,Hà Nội
5600000000.0,51.0,4,4,4.0,Bình Tân,Hồ Chí Minh
8000000000.0,34.0,3,5,2.0,Hai Bà Trưng,Hà Nội
11000000000.0,68.0,6,6,4.0,Phú Nhuận,Hồ Chí Minh
5990000000.0,41.0,4,4,,Long Biên,Hà Nội
7000000000.0,35.0,3,4,3.0,Long Biên,Hà Nội
14900000000.0,50.0,4,4,5.0,Hai Bà Trưng,Hà Nội
3400000000.0,36.0,1,1,3.5,Bình Tân,Hồ Chí Minh
1650000000.0,71.0,3,2,4.0,Cần Giuộc,Long An
6500000000.0,70.0,4,4,,Hoài Đức,Hà Nội
2100000000.0,81.0,3,2,,Cần Giuộc,Long An
4450000000.0,48.0,2,2,5.0,Tân Phú,Hồ Chí Minh
10500000000.0,72.0,4,3,5.0,Long Biên,Hà Nội
6900000000.0,54.0,5,5,4.0,Hoài Đức,Hà Nội
6900000000.0,32.0,4,4,,Ba Đình,Hà Nội
18000000000.0,51.0,4,6,,Đống Đa,Hà Nội
7000000000.0,45.0,4,4,3.0,Hoàng Mai,Hà Nội
7200000000.0,38.0,4,5,,Nam Từ Liêm,Hà Nội
10200000000.0,42.0,6,4,,Nam Từ Liêm,Hà Nội
7750000000.0,29.0,3,4,6.0,Ba Đình,Hà Nội
10000000000.0,168.0,4,4,,Quận 2,Hồ Chí Minh
7500000000.0,35.0,4,5,4.0,Hà Đông,Hà Nội
17500000000.0,195.0,35,38,,Bình Tân,Hồ Chí Minh
10900000000.0,85.0,15,16,20.0,Quận 7,Hồ Chí Minh
23500000000.0,250.0,4,5,8.0,Quận 7,Hồ Chí Minh
4900000000.0,38.0,4,4,,Tân Bình,Hồ Chí Minh
6850000000.0,38.5,3,4,3.0,Hai Bà Trưng,Hà Nội
7450000000.0,46.0,3,2,3.0,Ba Đình,Hà Nội
