Giá,Diện tích,Số phòng ngủ,Số nhà vệ sinh,Huyện,Tỉnh
27500000000.0,312.0,2.0,2.0,Quận 7,Hồ Chí Minh
6100000000.0,86.0,3.0,2.0,Thanh Xuân,Hà Nội
9800000000.0,84.0,0.0,0.0,Văn Giang,Hưng Yên
218000000000.0,2000.0,1.0,1.0,Tân Bình,Hồ Chí Minh
4600000000.0,61.5,2.0,2.0,Nam Từ Liêm,Hà Nội
4900000000.0,60.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
4250000000.0,20.0,3.0,2.0,Hai Bà Trưng,Hà Nội
4099999999.9999995,74.0,2.0,2.0,Hoàng Mai,Hà Nội
2500000000.0,55.0,0.0,0.0,Phủ Lý,Hà Nam
1950000000.0,51.0,2.0,2.0,Dĩ An,Bình Dương
27000000000.0,63.0,0.0,0.0,Phú Nhuận,Hồ Chí Minh
4400000000.0,57.0,3.0,4.0,Quận 9,Hồ Chí Minh
2600000000.0,74.3,2.0,2.0,Dĩ An,Bình Dương
5700000000.0,100.0,3.0,2.0,Hoàng Mai,Hà Nội
85000000000.0,15000.0,1.0,1.0,Quốc Oai,Hà Nội
6000000000.0,3070.0,0.0,0.0,Đại Lộc,Quảng Nam
850000000.0,300.0,0.0,0.0,Đức Huệ,Long An
2000000000.0,101.0,0.0,0.0,Củ Chi,Hồ Chí Minh
9800000000.0,118.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
13400000000.0,140.0,4.0,3.0,Bình Thạnh,Hồ Chí Minh
6500000000.0,63.0,2.0,2.0,Nam Từ Liêm,Hà Nội
2600000000.0,71.0,2.0,2.0,Dĩ An,Bình Dương
11500000000.0,150.0,3.0,3.0,Sơn Trà,Đà Nẵng
9200000000.0,5000.0,0.0,0.0,Mộc Châu,Sơn La
6700000000.0,87.0,3.0,2.0,Văn Giang,Hưng Yên
13000000000.0,100.0,0.0,0.0,Quận 1,Hồ Chí Minh
1500000000.0,197.0,0.0,0.0,Đức Hòa,Long An
2500000000.0,215.0,0.0,0.0,Củ Chi,Hồ Chí Minh
6950000000.0,80.0,2.0,2.0,Quận 2,Hồ Chí Minh
15490000000.0,95.0,4.0,4.0,Đống Đa,Hà Nội
1400000000.0,33.0,1.0,1.0,Hạ Long,Quảng Ninh
2700000000.0,71.0,2.0,2.0,Dĩ An,Bình Dương
98000000000.0,350.0,0.0,0.0,Quận 10,Hồ Chí Minh
62000000000.0,131.79,0.0,0.0,Quận 1,Hồ Chí Minh
4099999999.9999995,71.0,2.0,2.0,Sơn Trà,Đà Nẵng
800000000000.0,1103.0,0.0,0.0,Quận 1,Hồ Chí Minh
70000000000.0,258.9,0.0,0.0,Quận 10,Hồ Chí Minh
260000000000.0,11343.0,0.0,0.0,Quận 8,Hồ Chí Minh
78000000000.0,400.0,0.0,0.0,Quận 1,Hồ Chí Minh
6500000000.0,120.0,10.0,5.0,Thủ Đức,Hồ Chí Minh
7500000000.0,300.0,0.0,0.0,Thủ Dầu Một,Bình Dương
2500000000.0,469.0,2.0,1.0,Mộc Châu,Sơn La
1500000000.0,189.0,0.0,0.0,Củ Chi,Hồ Chí Minh
8500000000.0,85.3,0.0,0.0,Nha Trang,Khánh Hòa
4400000000.0,80.0,2.0,2.0,Hoàng Mai,Hà Nội
2400000000.0,120.0,0.0,0.0,Bến Lức,Long An
13200000000.0,43.0,4.0,4.0,Thanh Xuân,Hà Nội
5500000000.0,103.0,3.0,2.0,Hoàng Mai,Hà Nội
7300000000.0,81.0,2.0,2.0,Quận 2,Hồ Chí Minh
38000000000.0,207.0,7.0,5.0,Phú Nhuận,Hồ Chí Minh
16000000000.0,106.0,2.0,2.0,Thanh Xuân,Hà Nội
14500000000.0,70.0,0.0,0.0,Quận 1,Hồ Chí Minh
8600000000.0,55.0,5.0,5.0,Văn Giang,Hưng Yên
3400000000.0,45.0,3.0,2.0,Nha Trang,Khánh Hòa
2300000000.0,53.0,2.0,1.0,Hoàng Mai,Hà Nội
4400000000.0,68.0,1.0,2.0,Văn Giang,Hưng Yên
5070000000.0,65.0,2.0,2.0,Hà Đông,Hà Nội
1700000000.0,35.0,1.0,1.0,Vân Đồn,Quảng Ninh
2800000000.0,102.0,0.0,0.0,Vinh,Nghệ An
12200000000.0,50.0,0.0,0.0,Hoàn Kiếm,Hà Nội
9500000000.0,63.0,4.0,5.0,Long Biên,Hà Nội
6650000000.0,90.0,3.0,2.0,Tân Phú,Hồ Chí Minh
4400000000.0,73.0,2.0,2.0,Hoàng Mai,Hà Nội
3850000000.0,58.0,2.0,2.0,Văn Giang,Hưng Yên
58000000000.0,204.25,4.0,5.0,Quận 7,Hồ Chí Minh
4300000000.0,76.0,2.0,2.0,Quận 9,Hồ Chí Minh
4500000000.0,58.0,2.0,2.0,Văn Giang,Hưng Yên
66000000000.0,160.0,0.0,0.0,Đống Đa,Hà Nội
28000000000.0,107.0,12.0,12.0,Sơn Trà,Đà Nẵng
1200000000.0,1000.0,0.0,0.0,Kim Bôi,Hòa Bình
12000000000.0,6000.0,0.0,0.0,Mộc Châu,Sơn La
7900000000.0,93.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
19500000000.0,400.0,4.0,4.0,Biên Hòa,Đồng Nai
15750000000.0,394.0,0.0,0.0,Dĩ An,Bình Dương
7600000000.0,80.0,3.0,2.0,Gia Lâm,Hà Nội
8500000000.0,120.0,4.0,3.0,Văn Giang,Hưng Yên
2520000000.0,63.0,0.0,0.0,Đông Anh,Hà Nội
22600000000.0,221.0,0.0,0.0,Sơn Trà,Đà Nẵng
116000000000.0,428.0,0.0,0.0,Quận 2,Hồ Chí Minh
6700000000.0,97.0,3.0,2.0,Nam Từ Liêm,Hà Nội
11000000000.0,133.0,3.0,2.0,Cầu Giấy,Hà Nội
8900000000.0,115.0,0.0,0.0,Quận 9,Hồ Chí Minh
6300000000.0,100.0,0.0,0.0,Liên Chiểu,Đà Nẵng
11000000000.0,80.0,4.0,0.0,Gò Vấp,Hồ Chí Minh
32000000000.0,45.0,5.0,0.0,Cầu Giấy,Hà Nội
3050000000.0,40.0,2.0,2.0,Quận 8,Hồ Chí Minh
10500000000.0,73.2,2.0,2.0,Quận 2,Hồ Chí Minh
8000000000.0,3950.0,0.0,0.0,Trảng Bom,Đồng Nai
2100000000.0,236.4,0.0,0.0,Long Đất,Bà Rịa Vũng Tàu
4250000000.0,66.0,2.0,2.0,Tân Bình,Hồ Chí Minh
12000000000.0,57.8,7.0,8.0,Quận 10,Hồ Chí Minh
19500000000.0,185.0,0.0,0.0,Sơn Trà,Đà Nẵng
22800000000.0,162.0,35.0,35.0,Gò Vấp,Hồ Chí Minh
8700000000.0,91.0,0.0,0.0,Cầu Giấy,Hà Nội
59000000000.0,168.0,0.0,0.0,Phú Nhuận,Hồ Chí Minh
55000000000.0,162.0,4.0,5.0,Quận 7,Hồ Chí Minh
44000000000.0,184.0,0.0,0.0,Tân Bình,Hồ Chí Minh
9700000000.0,96.0,2.0,2.0,Quận 2,Hồ Chí Minh
2650000000.0,59.0,2.0,2.0,Quận 9,Hồ Chí Minh
25000000000.0,120.0,0.0,0.0,Đan Phượng,Hà Nội
6680000000.0,61.4,3.0,3.0,Tân Phú,Hồ Chí Minh
6300000000.0,35.0,4.0,5.0,Long Biên,Hà Nội
1140000000.0,1002.0,0.0,0.0,Định Quán,Đồng Nai
6700000000.0,37.0,3.0,3.0,Ba Đình,Hà Nội
3750000000.0,115.0,3.0,2.0,Vũng Tàu,Bà Rịa Vũng Tàu
8500000000.0,91.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
28500000000.0,124.5,0.0,0.0,Bình Thạnh,Hồ Chí Minh
27500000000.0,126.0,4.0,4.0,Quận 7,Hồ Chí Minh
150000000000.0,600.0,105.0,110.0,Hạ Long,Quảng Ninh
8700000000.0,40.0,4.0,4.0,Tây Hồ,Hà Nội
3000000000.0,2000.0,0.0,0.0,Đà Lạt,Lâm Đồng
2069999999.9999998,53.0,2.0,2.0,Dĩ An,Bình Dương
25000000000.0,166.0,0.0,0.0,Bình Thạnh,Hồ Chí Minh
34210000000.0,1267.0,0.0,0.0,Đông Triều,Quảng Ninh
16899999999.999998,200.0,4.0,3.0,Quận 9,Hồ Chí Minh
900000000.0,100.0,0.0,0.0,Long Thành,Đồng Nai
2790000000.0,49.94,1.0,1.0,Hạ Long,Quảng Ninh
2500000000.0,469.0,0.0,0.0,Mộc Châu,Sơn La
186000000000.0,1168.0,1.0,1.0,Tân Bình,Hồ Chí Minh
35000000000.0,375.0,0.0,0.0,Quận 9,Hồ Chí Minh
4800000000.0,78.56,3.0,2.0,Văn Giang,Hưng Yên
9200000000.0,50.0,0.0,0.0,Đống Đa,Hà Nội
45900000000.0,154.0,6.0,4.0,Đống Đa,Hà Nội
28000000000.0,105.0,8.0,0.0,Cầu Giấy,Hà Nội
52000000000.0,400.0,0.0,0.0,Quận 9,Hồ Chí Minh
43000000000.0,256.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
32400000000.0,675.0,0.0,0.0,Đông Triều,Quảng Ninh
980000000.0,35.0,1.0,0.0,Dĩ An,Bình Dương
18400000000.0,189.0,5.0,3.0,Thủy Nguyên,Hải Phòng
3550000000.0,100.0,0.0,0.0,Vĩnh Yên,Vĩnh Phúc
7450000000.0,2980.0,0.0,0.0,Mộc Châu,Sơn La
9500000000.0,160.0,6.0,4.0,Sơn Trà,Đà Nẵng
45000000000.0,280.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
2500000000.0,150.0,0.0,0.0,Đại Từ,Thái Nguyên
49400000000.0,380.0,4.0,0.0,Hải Châu,Đà Nẵng
14500000000.0,115.0,1.0,1.0,Quận 9,Hồ Chí Minh
3600000000.0,300.0,0.0,0.0,Bàu Bàng,Bình Dương
1750000000.0,61.0,0.0,0.0,Chương Mỹ,Hà Nội
50000000000.0,300.0,0.0,0.0,Quận 9,Hồ Chí Minh
1750000000.0,180.0,0.0,0.0,Mộc Châu,Sơn La
1680000000.0,51.0,0.0,0.0,Dĩ An,Bình Dương
5300000000.0,28.0,3.0,4.0,Hoàng Mai,Hà Nội
28500000000.0,5022.0,15.0,10.0,Ba Vì,Hà Nội
15800000000.0,79.0,0.0,0.0,Hoài Đức,Hà Nội
4600000000.0,88.0,2.0,2.0,Thanh Trì,Hà Nội
13750000000.0,303.0,4.0,2.0,Sơn Trà,Đà Nẵng
2450000000.0,51.5,0.0,0.0,Chương Mỹ,Hà Nội
2200000000.0,30.0,1.0,1.0,Nam Từ Liêm,Hà Nội
8700000000.0,50.0,3.0,3.0,Hải Châu,Đà Nẵng
22500000000.0,128.0,30.0,30.0,Gò Vấp,Hồ Chí Minh
12900000000.0,42.0,4.0,6.0,Long Biên,Hà Nội
6250000000.0,31.0,3.0,4.0,Long Biên,Hà Nội
5350000000.0,52.0,2.0,2.0,Gò Vấp,Hồ Chí Minh
25200000000.0,560.0,0.0,0.0,Đông Triều,Quảng Ninh
6000000000.0,32.0,0.0,0.0,Tây Hồ,Hà Nội
6900000000.0,35.0,0.0,0.0,Quận 1,Hồ Chí Minh
6500000000.0,80.0,4.0,4.0,Thủ Đức,Hồ Chí Minh
10700000000.0,45.0,4.0,5.0,Gò Vấp,Hồ Chí Minh
8000000000.0,35.0,3.0,3.0,Tây Hồ,Hà Nội
3450000000.0,85.0,3.0,2.0,Bình Chánh,Hồ Chí Minh
1500000000.0,36.0,1.0,1.0,Dĩ An,Bình Dương
4700000000.0,90.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
13000000000.0,119.0,3.0,2.0,Quận 2,Hồ Chí Minh
2490000000.0,43.0,1.0,1.0,Gia Lâm,Hà Nội
2460000000.0,63.0,2.0,2.0,Dĩ An,Bình Dương
63000000000.0,482.0,5.0,5.0,Biên Hòa,Đồng Nai
2000000000.0,57.0,2.0,1.0,Quận 9,Hồ Chí Minh
5900000000.0,55.0,2.0,2.0,Hải Châu,Đà Nẵng
8480000000.0,101.0,3.0,2.0,Cầu Giấy,Hà Nội
2300000000.0,51.0,2.0,2.0,Dĩ An,Bình Dương
2150000000.0,57.0,1.0,1.0,Quận 9,Hồ Chí Minh
3500000000.0,108.0,3.0,2.0,Hạ Long,Quảng Ninh
3500000000.0,77.5,0.0,0.0,Liên Chiểu,Đà Nẵng
72000000000.0,278.0,0.0,0.0,Long Biên,Hà Nội
17800000000.0,268.5,0.0,0.0,Mê Linh,Hà Nội
7500000000.0,96.0,2.0,0.0,Cầu Giấy,Hà Nội
4350000000.0,70.0,2.0,2.0,Quận 7,Hồ Chí Minh
900000000.0,28.0,1.0,1.0,Việt Yên,Bắc Giang
30000000000.0,220.0,0.0,0.0,Tân Phú,Hồ Chí Minh
5500000000.0,100.0,0.0,0.0,Buôn Ma Thuột,Đắk Lắk
4800000000.0,147.0,3.0,2.0,Vũng Tàu,Bà Rịa Vũng Tàu
7500000000.0,90.42,3.0,2.0,Thanh Xuân,Hà Nội
5100000000.0,41.0,0.0,0.0,Nam Từ Liêm,Hà Nội
19000000000.0,179.0,4.0,2.0,Biên Hòa,Đồng Nai
7400000000.0,80.0,2.0,2.0,Quận 2,Hồ Chí Minh
1000000000.0,60.0,0.0,0.0,Mỹ Hào,Hưng Yên
9500000000.0,33.0,3.0,4.0,Hà Đông,Hà Nội
7300000000.0,44.0,0.0,0.0,Quận 11,Hồ Chí Minh
600000000.0,137.0,0.0,0.0,Hiệp Hòa,Bắc Giang
2990000000.0,75.0,0.0,0.0,Biên Hòa,Đồng Nai
6800000000.0,50.6,3.0,3.0,Thủ Đức,Hồ Chí Minh
5200000000.0,1200.0,0.0,0.0,Trảng Bàng,Tây Ninh
6800000000.0,98.0,3.0,2.0,Quận 2,Hồ Chí Minh
55000000.0,75.0,0.0,0.0,Đông Anh,Hà Nội
5050000000.0,144.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
35000000000.0,210.0,5.0,4.0,Quận 2,Hồ Chí Minh
38000000000.0,170.0,5.0,5.0,Quận 3,Hồ Chí Minh
8600000000.0,50.0,3.0,0.0,Ba Đình,Hà Nội
39000000000.0,240.0,0.0,0.0,Bình Thạnh,Hồ Chí Minh
9800000000.0,66.0,6.0,6.0,Quận 2,Hồ Chí Minh
11800000000.0,38.0,4.0,4.0,Đống Đa,Hà Nội
5200000000.0,96.0,2.0,2.0,Hoàng Mai,Hà Nội
270000000000.0,4000.0,0.0,0.0,Bình Tân,Hồ Chí Minh
10780000000.0,85.0,6.0,6.0,Bình Thạnh,Hồ Chí Minh
15500000000.0,202.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
5000000000.0,107.0,3.0,2.0,Quận 4,Hồ Chí Minh
21000000000.0,113.5,3.0,2.0,Thủ Đức,Hồ Chí Minh
5970000000.0,63.0,1.0,1.0,Hoàng Mai,Hà Nội
9300000000.0,45.0,4.0,4.0,Ba Đình,Hà Nội
9500000000.0,107.0,3.0,2.0,Quận 2,Hồ Chí Minh
5350000000.0,122.0,0.0,0.0,Liên Chiểu,Đà Nẵng
39500000000.0,203.0,5.0,6.0,Quận 2,Hồ Chí Minh
7000000000.0,202.0,0.0,0.0,Vân Đồn,Quảng Ninh
33000000000.0,400.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
10450000000.0,92.0,5.0,5.0,Bình Thạnh,Hồ Chí Minh
4850000000.0,75.0,8.0,9.0,Móng Cái,Quảng Ninh
80000000000.0,270.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
22200000000.0,370.0,0.0,0.0,Nha Trang,Khánh Hòa
6800000000.0,104.0,3.0,3.0,Quận 2,Hồ Chí Minh
28500000000.0,227.0,0.0,0.0,Hà Đông,Hà Nội
16000000000.0,85.0,0.0,0.0,Tân Phú,Hồ Chí Minh
2250000000.0,71.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
16500000000.0,1680.0,0.0,0.0,Tân Uyên,Bình Dương
246000000000.0,321.0,6.0,6.0,Quận 2,Hồ Chí Minh
25000000000.0,334.0,0.0,0.0,Vũng Tàu,Bà Rịa Vũng Tàu
28000000000.0,220.0,35.0,0.0,Gò Vấp,Hồ Chí Minh
2990000000.0,41.0,2.0,2.0,Bình Tân,Hồ Chí Minh
42000000000.0,200.0,0.0,0.0,Quận 2,Hồ Chí Minh
450000000.0,280.0,0.0,0.0,Cao Phong,Hòa Bình
38000000000.0,205.0,5.0,6.0,Thủ Đức,Hồ Chí Minh
3800000000.0,60.0,8.0,9.0,Móng Cái,Quảng Ninh
2850000000.0,62.0,0.0,0.0,Biên Hòa,Đồng Nai
4550000000.0,55.0,2.0,1.0,Sơn Trà,Đà Nẵng
8500000000.0,378.0,0.0,0.0,Hóc Môn,Hồ Chí Minh
4400000000.0,70.0,2.0,2.0,Tân Bình,Hồ Chí Minh
4350000000.0,69.0,2.0,2.0,Hoàng Mai,Hà Nội
9500000000.0,55.0,5.0,4.0,Cầu Giấy,Hà Nội
30950000000.0,300.0,0.0,0.0,Sơn Trà,Đà Nẵng
5500000000.0,560.0,0.0,0.0,Biên Hòa,Đồng Nai
52000000000.0,144.0,0.0,0.0,Phú Nhuận,Hồ Chí Minh
5900000000.0,88.0,3.0,3.0,Vinh,Nghệ An
5200000000.0,80.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
3200000000.0,1254.0,0.0,0.0,Cần Giuộc,Long An
4200000000.0,68.0,2.0,2.0,Quận 2,Hồ Chí Minh
7500000000.0,125.0,0.0,0.0,Long Thành,Đồng Nai
4000000000.0,72.0,2.0,2.0,Quận 2,Hồ Chí Minh
7500000000.0,94.0,2.0,2.0,Nam Từ Liêm,Hà Nội
8650000000.0,35.0,3.0,4.0,Long Biên,Hà Nội
10800000000.0,45.0,6.0,0.0,Thanh Xuân,Hà Nội
3700000000.0,67.5,8.0,9.0,Móng Cái,Quảng Ninh
6500000000.0,55.0,1.0,1.0,Quận 2,Hồ Chí Minh
8300000000.000001,37.0,3.0,4.0,Hoàng Mai,Hà Nội
9790000000.0,140.0,3.0,2.0,Quận 2,Hồ Chí Minh
11000000000.0,64.3,1.0,0.0,Nha Trang,Khánh Hòa
85000000000.0,218.0,0.0,0.0,Quận 3,Hồ Chí Minh
14000000000.0,90.0,0.0,0.0,Tây Hồ,Hà Nội
19000000000.0,105.0,1.0,1.0,Tân Phú,Hồ Chí Minh
25000000000.0,129.0,4.0,4.0,Sơn Trà,Đà Nẵng
29000000000.0,170.0,0.0,0.0,Phú Nhuận,Hồ Chí Minh
8500000000.0,100.0,0.0,0.0,Cẩm Lệ,Đà Nẵng
10000000000.0,89.0,2.0,2.0,Quận 2,Hồ Chí Minh
8000000000.0,95.0,0.0,0.0,Tân Bình,Hồ Chí Minh
33000000000.0,196.0,3.0,3.0,Tân Bình,Hồ Chí Minh
1000000000.0,95.0,0.0,0.0,Vị Thanh,Hậu Giang
4750000000.0,77.0,2.0,2.0,Quận 7,Hồ Chí Minh
7700000000.0,41.0,0.0,0.0,Thanh Xuân,Hà Nội
2800000000.0,54.0,1.0,1.0,Hạ Long,Quảng Ninh
24000000000.0,144.0,1.0,1.0,Tân Phú,Hồ Chí Minh
68000000000.0,153.0,0.0,0.0,Đông Anh,Hà Nội
350000000000.0,450.0,0.0,0.0,Quận 3,Hồ Chí Minh
2150000000.0,45.0,2.0,1.0,Bình Thạnh,Hồ Chí Minh
10800000000.0,277.0,0.0,0.0,Nha Trang,Khánh Hòa
220000000000.0,855.0,0.0,0.0,Quận 3,Hồ Chí Minh
48000000000.0,127.0,0.0,0.0,Đông Anh,Hà Nội
3690000000.0,35.5,2.0,2.0,Bình Thạnh,Hồ Chí Minh
820000000.0,106.0,0.0,0.0,Long Đất,Bà Rịa Vũng Tàu
75000000000.0,360.0,0.0,0.0,Quận 3,Hồ Chí Minh
25500000000.0,75.0,0.0,0.0,Đông Anh,Hà Nội
1200000000.0,45.0,2.0,2.0,Bến Lức,Long An
68000000000.0,320.0,0.0,0.0,Quận 3,Hồ Chí Minh
14900000000.0,90.0,0.0,0.0,Tân Bình,Hồ Chí Minh
17750000000.0,62.5,0.0,0.0,Đông Anh,Hà Nội
130000000000.0,200.0,0.0,0.0,Quận 3,Hồ Chí Minh
12810000000.0,183.0,0.0,0.0,Nha Trang,Khánh Hòa
33000000000.0,85.0,0.0,0.0,Đông Anh,Hà Nội
4800000000.0,72.0,0.0,0.0,Bình Tân,Hồ Chí Minh
3200000000.0,30.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
65000000000.0,315.0,0.0,0.0,Tân Bình,Hồ Chí Minh
3380000000.0,1166.0,0.0,0.0,Hàm Tân,Bình Thuận
2750000000.0,1430.0,0.0,0.0,Thống Nhất,Đồng Nai
3900000000.0,78.1,2.0,2.0,Quận 2,Hồ Chí Minh
15000000000.0,122.0,0.0,0.0,Sơn Trà,Đà Nẵng
3100000000.0,70.0,2.0,2.0,Quận 7,Hồ Chí Minh
7800000000.0,120.0,0.0,0.0,Nha Trang,Khánh Hòa
1800000000.0,32.0,1.0,1.0,Quận 9,Hồ Chí Minh
11000000000.0,148.0,5.0,3.0,Biên Hòa,Đồng Nai
45000000000.0,308.0,0.0,0.0,Tân Bình,Hồ Chí Minh
13500000000.0,102.0,4.0,5.0,Bình Tân,Hồ Chí Minh
5900000000.0,65.0,0.0,0.0,Tân Phú,Hồ Chí Minh
3300000000.0,198.0,0.0,0.0,Long Thành,Đồng Nai
26200000000.0,152.0,3.0,3.0,Tân Phú,Hồ Chí Minh
28000000000.0,160.0,1.0,1.0,Tân Phú,Hồ Chí Minh
5200000000.0,75.0,0.0,0.0,Tân Phú,Hồ Chí Minh
7300000000.0,202.6,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
7900000000.0,35.0,3.0,4.0,Hà Đông,Hà Nội
8500000000.0,73.0,3.0,0.0,Quận 4,Hồ Chí Minh
15000000000.0,104.0,5.0,7.0,Hạ Long,Quảng Ninh
10800000000.0,110.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
5700000000.0,103.0,3.0,2.0,Quận 7,Hồ Chí Minh
4290000000.0,78.0,0.0,0.0,Đông Anh,Hà Nội
9800000000.0,90.0,0.0,0.0,Hải Châu,Đà Nẵng
14500000000.0,290.0,4.0,0.0,Thạch Thất,Hà Nội
7500000000.0,80.0,3.0,4.0,Thủ Đức,Hồ Chí Minh
10800000000.0,42.9,6.0,7.0,Quận 5,Hồ Chí Minh
11000000000.0,99.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
2300000000.0,100.0,0.0,0.0,Long Thành,Đồng Nai
66000000000.0,165.0,0.0,0.0,Long Biên,Hà Nội
38000000000.0,202.5,0.0,0.0,Hà Đông,Hà Nội
28990000000.0,463.0,0.0,0.0,Sơn Trà,Đà Nẵng
7980000000.0,140.0,2.0,2.0,Quận 9,Hồ Chí Minh
76000000000.0,717.0,0.0,0.0,Sơn Trà,Đà Nẵng
2500000000.0,66.9,0.0,0.0,Thủ Dầu Một,Bình Dương
14800000000.0,58.0,16.0,0.0,Nam Từ Liêm,Hà Nội
12500000000.0,59.7,5.0,6.0,Tây Hồ,Hà Nội
16000000000.0,137.0,3.0,2.0,Sơn Trà,Đà Nẵng
2500000000.0,69.0,2.0,2.0,Quận 7,Hồ Chí Minh
1060000000.0,48.8,0.0,0.0,Sóc Sơn,Hà Nội
7700000000.0,120.7,3.0,3.0,Tân Phú,Hồ Chí Minh
8970000000.0,138.0,0.0,0.0,Quận 9,Hồ Chí Minh
4650000000.0,35.0,5.0,5.0,Nam Từ Liêm,Hà Nội
2600000000.0,70.0,2.0,2.0,Quận 7,Hồ Chí Minh
4500000000.0,53.5,1.0,1.0,Bình Thạnh,Hồ Chí Minh
14000000000.0,84.0,0.0,0.0,Hạ Long,Quảng Ninh
21900000000.0,144.0,1.0,1.0,Tân Phú,Hồ Chí Minh
16000000000.0,160.0,4.0,4.0,Nhà Bè,Hồ Chí Minh
142000000000.0,750.0,0.0,0.0,Sơn Trà,Đà Nẵng
15600000000.0,72.0,5.0,5.0,Tân Phú,Hồ Chí Minh
4500000000.0,1476.0,0.0,0.0,Kim Bôi,Hòa Bình
2400000000.0,57.0,2.0,1.0,Quận 7,Hồ Chí Minh
33000000000.0,151.0,3.0,2.0,Quận 1,Hồ Chí Minh
3050000000.0,86.0,3.0,2.0,Vĩnh Yên,Vĩnh Phúc
6100000000.0,125.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
27000000000.0,85.0,23.0,23.0,Hà Đông,Hà Nội
25000000000.0,121.0,2.0,2.0,Quận 2,Hồ Chí Minh
25500000000.0,181.0,4.0,3.0,Bình Thạnh,Hồ Chí Minh
5400000000.0,95.0,3.0,2.0,Bình Tân,Hồ Chí Minh
24000000000.0,360.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
40000000000.0,83.0,2.0,2.0,Quận 2,Hồ Chí Minh
28800000000.0,324.0,0.0,0.0,Sơn Trà,Đà Nẵng
2400000000.0,68.0,2.0,2.0,Nha Trang,Khánh Hòa
8300000000.000001,87.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
17200000000.0,51.0,0.0,0.0,Đống Đa,Hà Nội
3550000000.0,62.0,4.0,3.0,Biên Hòa,Đồng Nai
21500000000.0,176.0,4.0,4.0,Quận 2,Hồ Chí Minh
21000000000.0,146.0,28.0,0.0,Bắc Từ Liêm,Hà Nội
27000000000.0,129.0,3.0,2.0,Quận 2,Hồ Chí Minh
17500000000.0,153.0,4.0,3.0,Bình Thạnh,Hồ Chí Minh
49000000000.0,170.0,4.0,3.0,Quận 2,Hồ Chí Minh
28500000000.0,100.0,9.0,7.0,Tân Bình,Hồ Chí Minh
7200000000.0,112.5,4.0,4.0,Cẩm Lệ,Đà Nẵng
4800000000.0,111.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
10500000000.0,150.0,0.0,0.0,Sơn Trà,Đà Nẵng
170000000000.0,380.0,5.0,4.0,Quận 2,Hồ Chí Minh
29500000000.0,183.0,6.0,6.0,Tân Bình,Hồ Chí Minh
15700000000.0,86.0,2.0,2.0,Quận 2,Hồ Chí Minh
28500000000.0,85.0,0.0,0.0,Đống Đa,Hà Nội
15490000000.0,308.3,0.0,0.0,Sơn Trà,Đà Nẵng
3990000000.0,108.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
10400000000.0,104.0,6.0,7.0,Hạ Long,Quảng Ninh
3250000000.0,93.0,0.0,0.0,Biên Hòa,Đồng Nai
17000000000.0,50.0,0.0,0.0,Hà Đông,Hà Nội
4900000000.0,63.0,2.0,1.0,Hai Bà Trưng,Hà Nội
7000000000.0,97.0,4.0,2.0,Hà Đông,Hà Nội
10000000000.0,100.0,5.0,4.0,Từ Sơn,Bắc Ninh
12000000000.0,100.0,4.0,4.0,Nha Trang,Khánh Hòa
13500000000.0,68.0,5.0,5.0,Bình Tân,Hồ Chí Minh
1990000000.0,58.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
3100000000.0,30.0,0.0,0.0,Thanh Oai,Hà Nội
3850000000.0,102.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
3250000000.0,40.0,2.0,2.0,Quận 9,Hồ Chí Minh
1900000000.0,47.0,1.0,1.0,Bắc Ninh,Bắc Ninh
52000000000.0,240.0,8.0,8.0,Quận 7,Hồ Chí Minh
26000000000.0,482.3,0.0,0.0,Vũng Tàu,Bà Rịa Vũng Tàu
4000000000.0,50.0,5.0,4.0,Bình Tân,Hồ Chí Minh
5450000000.0,40.0,6.0,5.0,Tân Bình,Hồ Chí Minh
4700000000.0,81.0,2.0,2.0,Hoàng Mai,Hà Nội
9900000000.0,147.0,4.0,4.0,Long Biên,Hà Nội
13700000000.0,59.16,0.0,0.0,Quận 1,Hồ Chí Minh
